uid,site,plot,year,season,location,management,dip_point,total,pipiens,maculipennis,claviger,annulata,morsitans,cantans,caspius,rhyne_dry,rhyne_cleared,exposure,landcover,width,depth,shaded,turbidity,salinity,water_temp,dissolved_oxygen,ph,cover_carex,cover_celery_leaved_buttercup,cover_duckweed,cover_frog_bit,cover_grass,cover_ivy_leaved_duckweed,cover_juncus,cover_marsh_bedstraw,cover_typha,cover_water_parsnip
1966,92,3,2010,3,Catcott,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,5,70,0.025555555,0.431,0.323333333,17.35666667,138.6333333,6.593333333,0,0,0,0,0,0,0,0,0,0
1967,92,4,2010,3,Catcott,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,120,0.25,0.562333333,0.43,17.3,138.4333333,6.95,0,0,0,0,0,0,0,0,0,0
1968,92,4,2010,3,Catcott,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,120,0.2,0.562333333,0.43,17.3,138.4333333,6.95,0,0,0,0,0,0,0,0,0,0
1969,92,4,2010,3,Catcott,Tier3,3,2,0,2,0,0,0,0,0,0,0,1,rough pasture,2.5,120,0.2,0.562333333,0.43,17.3,138.4333333,6.95,0,0,0,0,0,0,0,0,0,0
1970,92,4,2010,3,Catcott,Tier3,4,1,0,1,0,0,0,0,0,0,0,1,rough pasture,2.5,120,0.2,0.562333333,0.43,17.3,138.4333333,6.95,0,0,0,0,0,0,0,0,0,0
1971,92,4,2010,3,Catcott,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,120,0.25,0.562333333,0.43,17.3,138.4333333,6.95,0,0,0,0,0,0,0,0,0,0
1972,92,4,2010,3,Catcott,Tier3,6,1,0,1,0,0,0,0,0,0,0,3,rough pasture,2.5,120,0.5,0.562333333,0.43,17.3,138.4333333,6.95,0,0,0,0,0,0,0,0,0,0
1973,93,1,2010,3,Mark,Tier1,1,0,0,0,0,0,0,0,0,0,0,1,pasture,2.2,60,0.05,0.429666667,0.323333333,15.75333333,151.9,6.78,0,0,0,0,0,0,0,0,0,0
1974,93,1,2010,3,Mark,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,2.2,55,0.05,0.429666667,0.323333333,15.75333333,151.9,6.78,0,0,0,0,0,0,0,0,0,0
1975,93,1,2010,3,Mark,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,2.2,40,0.05,0.429666667,0.323333333,15.75333333,151.9,6.78,0,0,0,0,0,0,0,0,0,0
1976,93,1,2010,3,Mark,Tier1,4,0,0,0,0,0,0,0,0,0,0,1,pasture,2.2,40,0.05,0.429666667,0.323333333,15.75333333,151.9,6.78,0,0,0,0,0,0,0,0,0,0
1977,93,1,2010,3,Mark,Tier1,5,0,0,0,0,0,0,0,0,0,0,1,pasture,2.2,50,0.05,0.429666667,0.323333333,15.75333333,151.9,6.78,0,0,0,0,0,0,0,0,0,0
1978,93,1,2010,3,Mark,Tier1,6,0,0,0,0,0,0,0,0,0,0,1,pasture,2.2,60,0.05,0.429666667,0.323333333,15.75333333,151.9,6.78,0,0,0,0,0,0,0,0,0,0
1979,93,2,2010,3,Mark,Tier1,1,0,0,0,0,0,0,0,0,0,0,3,pasture,0.8,25,0.6,0.585,0.446666667,16.28,147.5666667,6.983333333,0,0,0,0,0.025555555,0,0.05,0,0,0
1980,93,2,2010,3,Mark,Tier1,2,0,0,0,0,0,0,0,0,0,0,3,pasture,0.8,30,0.3,0.585,0.446666667,16.28,147.5666667,6.983333333,0,0,0,0,0,0,0,0,0,0
1981,93,2,2010,3,Mark,Tier1,3,0,0,0,0,0,0,0,0,0,0,3,pasture,0.8,30,0.4,0.585,0.446666667,16.28,147.5666667,6.983333333,0,0,0,0,0.1,0,0,0,0,0
1982,93,2,2010,3,Mark,Tier1,4,0,0,0,0,0,0,0,0,0,0,3,pasture,0.8,35,0.6,0.585,0.446666667,16.28,147.5666667,6.983333333,0,0,0,0,0,0,0,0,0,0
1983,93,2,2010,3,Mark,Tier1,5,0,0,0,0,0,0,0,0,0,0,3,pasture,0.8,25,0.4,0.585,0.446666667,16.28,147.5666667,6.983333333,0,0,0,0,0.05,0,0,0,0,0
1984,93,2,2010,3,Mark,Tier1,6,0,0,0,0,0,0,0,0,0,0,2,pasture,0.8,25,0.8,0.585,0.446666667,16.28,147.5666667,6.983333333,0,0,0,0,0,0,0,0,0,0
1985,93,3,2010,3,Mark,Tier1,1,0,0,0,0,0,0,0,0,0,0,1,pasture,3,70,0.075,0.461,0.346666667,19.05333333,125.8333333,7.166666667,0,0,0,0,0,0,0,0,0,0
1986,93,3,2010,3,Mark,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,3,75,0.075,0.461,0.346666667,19.05333333,125.8333333,7.166666667,0,0,0,0,0,0,0,0,0,0
1987,93,3,2010,3,Mark,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,3,70,0.075,0.461,0.346666667,19.05333333,125.8333333,7.166666667,0,0,0,0,0,0,0,0,0,0
1988,93,3,2010,3,Mark,Tier1,4,0,0,0,0,0,0,0,0,0,0,1,pasture,3,80,0.075,0.461,0.346666667,19.05333333,125.8333333,7.166666667,0,0,0,0,0,0,0,0,0,0
1989,93,3,2010,3,Mark,Tier1,5,0,0,0,0,0,0,0,0,0,0,1,pasture,3,75,0.075,0.461,0.346666667,19.05333333,125.8333333,7.166666667,0,0,0,0,0,0,0,0,0,0
1990,93,3,2010,3,Mark,Tier1,6,0,0,0,0,0,0,0,0,0,0,1,pasture,3,80,0.075,0.461,0.346666667,19.05333333,125.8333333,7.166666667,0,0,0,0,0,0,0,0,0,0
1991,95,1,2010,3,Queen's Sedgemoor,Tier1,1,0,0,0,0,0,0,0,0,0,1,1,pasture,2.2,70,0.05,0.980666667,0.763333333,17.86,134.5666667,8.426666667,0,0,0,0,0,0,0,0,0,0
1992,95,1,2010,3,Queen's Sedgemoor,Tier1,2,0,0,0,0,0,0,0,0,0,1,1,pasture,2.2,70,0.05,0.980666667,0.763333333,17.86,134.5666667,8.426666667,0,0,0,0,0,0,0,0,0,0
1993,95,1,2010,3,Queen's Sedgemoor,Tier1,3,0,0,0,0,0,0,0,0,0,1,1,pasture,2.2,60,0.05,0.980666667,0.763333333,17.86,134.5666667,8.426666667,0,0,0,0,0,0,0,0,0,0
1994,95,1,2010,3,Queen's Sedgemoor,Tier1,4,0,0,0,0,0,0,0,0,0,1,1,pasture,2.2,60,0.05,0.980666667,0.763333333,17.86,134.5666667,8.426666667,0,0,0,0,0,0,0,0,0,0
1995,95,1,2010,3,Queen's Sedgemoor,Tier1,5,0,0,0,0,0,0,0,0,0,1,1,pasture,2.2,50,0.05,0.980666667,0.763333333,17.86,134.5666667,8.426666667,0,0,0,0,0,0,0,0,0,0
1996,95,1,2010,3,Queen's Sedgemoor,Tier1,6,0,0,0,0,0,0,0,0,0,1,2,pasture,2.2,15,0.9,0.980666667,0.763333333,17.86,134.5666667,8.426666667,0,0,0,0,0,0,0,0,0,0
1997,95,2,2010,3,Queen's Sedgemoor,Tier1,1,0,0,0,0,0,0,0,0,0,0,3,pasture,3,30,0.6,0.97,0.753333333,17.64333333,136.1666667,8.173333333,0,0,0,0,0,0,0,0,0,0
1998,95,2,2010,3,Queen's Sedgemoor,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,3,70,0.2,0.97,0.753333333,17.64333333,136.1666667,8.173333333,0,0,0,0,0,0,0,0,0,0
1999,95,2,2010,3,Queen's Sedgemoor,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,3,70,0.2,0.97,0.753333333,17.64333333,136.1666667,8.173333333,0,0,0,0,0,0,0,0,0,0
2000,95,2,2010,3,Queen's Sedgemoor,Tier1,4,0,0,0,0,0,0,0,0,0,0,1,pasture,3,80,0.15,0.97,0.753333333,17.64333333,136.1666667,8.173333333,0,0,0,0,0,0,0,0,0,0
2001,95,2,2010,3,Queen's Sedgemoor,Tier1,5,0,0,0,0,0,0,0,0,0,0,1,pasture,3,80,0.15,0.97,0.753333333,17.64333333,136.1666667,8.173333333,0,0,0,0,0,0,0,0,0,0
2002,95,2,2010,3,Queen's Sedgemoor,Tier1,6,0,0,0,0,0,0,0,0,0,0,3,pasture,3,60,0.4,0.97,0.753333333,17.64333333,136.1666667,8.173333333,0,0,0,0,0,0,0,0,0,0
2003,95,3,2010,3,Queen's Sedgemoor,Tier1,1,0,0,0,0,0,0,0,0,0,1,1,pasture,2.2,70,0.1,0.941,0.733333333,18.08666667,132.7333333,8.58,0,0,0,0,0,0,0,0,0,0
2004,95,3,2010,3,Queen's Sedgemoor,Tier1,2,0,0,0,0,0,0,0,0,0,1,1,pasture,2.2,50,0.1,0.941,0.733333333,18.08666667,132.7333333,8.58,0,0,0,0,0,0,0,0,0,0
2005,95,3,2010,3,Queen's Sedgemoor,Tier1,3,0,0,0,0,0,0,0,0,0,1,1,pasture,2.2,30,0.1,0.941,0.733333333,18.08666667,132.7333333,8.58,0,0,0,0,0,0,0,0,0,0
2006,95,3,2010,3,Queen's Sedgemoor,Tier1,4,0,0,0,0,0,0,0,0,0,1,1,pasture,2.2,70,0.1,0.941,0.733333333,18.08666667,132.7333333,8.58,0,0,0,0,0,0,0,0,0,0
2007,95,3,2010,3,Queen's Sedgemoor,Tier1,5,1,1,0,0,0,0,0,0,0,1,1,pasture,2.2,70,0.1,0.941,0.733333333,18.08666667,132.7333333,8.58,0,0,0,0,0,0,0,0,0,0
2008,95,3,2010,3,Queen's Sedgemoor,Tier1,6,0,0,0,0,0,0,0,0,0,1,1,pasture,2.2,50,0.1,0.941,0.733333333,18.08666667,132.7333333,8.58,0,0,0,0,0,0,0,0,0,0
2009,95,4,2010,3,Queen's Sedgemoor,Tier1,1,0,0,0,0,0,0,0,0,0,0,1,pasture,3,70,0.05,0.95,0.736666667,17.74333333,135.4,8.416666667,0,0,0,0,0,0,0,0,0,0
2010,95,4,2010,3,Queen's Sedgemoor,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,3,60,0.05,0.95,0.736666667,17.74333333,135.4,8.416666667,0,0,0,0,0,0,0,0,0,0
2011,95,4,2010,3,Queen's Sedgemoor,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,3,40,0.05,0.95,0.736666667,17.74333333,135.4,8.416666667,0,0,0,0,0,0,0,0,0,0
2012,95,4,2010,3,Queen's Sedgemoor,Tier1,4,0,0,0,0,0,0,0,0,0,0,1,pasture,3,50,0.05,0.95,0.736666667,17.74333333,135.4,8.416666667,0,0,0,0,0,0,0,0,0,0
2013,95,4,2010,3,Queen's Sedgemoor,Tier1,5,0,0,0,0,0,0,0,0,0,0,1,pasture,3,40,0.05,0.95,0.736666667,17.74333333,135.4,8.416666667,0,0,0,0,0,0,0,0,0,0
2014,95,4,2010,3,Queen's Sedgemoor,Tier1,6,0,0,0,0,0,0,0,0,0,0,1,pasture,3,30,0.05,0.95,0.736666667,17.74333333,135.4,8.416666667,0,0,0,0,0,0,0,0,0,0
2015,96,1,2010,3,Long Sutton,Tier1,1,0,0,0,0,0,0,0,0,0,0,2,pasture,1,20,0.95,0.226333333,0.166666667,17.39666667,137.9666667,7,0,0,0,0,0,0,0,0,0,0
2016,96,1,2010,3,Long Sutton,Tier1,2,0,0,0,0,0,0,0,0,0,0,2,pasture,1,15,0.95,0.226333333,0.166666667,17.39666667,137.9666667,7,0,0,0,0,0,0,0,0,0,0
2017,96,1,2010,3,Long Sutton,Tier1,3,0,0,0,0,0,0,0,0,0,0,3,pasture,1,25,0.6,0.226333333,0.166666667,17.39666667,137.9666667,7,0,0,0,0,0,0,0,0,0,0
2018,96,1,2010,3,Long Sutton,Tier1,4,0,0,0,0,0,0,0,0,0,0,3,pasture,1,15,0.6,0.226333333,0.166666667,17.39666667,137.9666667,7,0,0,0,0,0,0,0,0,0,0
2019,96,1,2010,3,Long Sutton,Tier1,5,0,0,0,0,0,0,0,0,0,0,2,pasture,1,10,1,0.226333333,0.166666667,17.39666667,137.9666667,7,0,0,0,0,0,0,0,0,0,0
2020,96,1,2010,3,Long Sutton,Tier1,6,0,0,0,0,0,0,0,0,0,0,3,pasture,1,15,0.4,0.226333333,0.166666667,17.39666667,137.9666667,7,0,0,0,0,0,0,0,0,0,0
2021,96,2,2010,3,Long Sutton,Tier1,1,0,0,0,0,0,0,0,0,0,0,2,pasture,1.55,10,0.9,0.962666667,0.746666667,18.16,132.2666667,8.75,0,0,0,0,0,0,0,0,0,0
2022,96,2,2010,3,Long Sutton,Tier1,2,0,0,0,0,0,0,0,0,0,0,2,pasture,1.55,5,0.95,0.962666667,0.746666667,18.16,132.2666667,8.75,0,0,0,0,0,0,0,0,0,0
2023,96,2,2010,3,Long Sutton,Tier1,3,0,0,0,0,0,0,0,0,0,0,2,pasture,1.55,5,0.9,0.962666667,0.746666667,18.16,132.2666667,8.75,0,0,0,0,0,0,0,0,0,0
2024,96,2,2010,3,Long Sutton,Tier1,4,0,0,0,0,0,0,0,0,0,0,3,pasture,1.55,10,0.6,0.962666667,0.746666667,18.16,132.2666667,8.75,0,0,0,0,0,0,0,0,0,0
2025,96,2,2010,3,Long Sutton,Tier1,5,0,0,0,0,0,0,0,0,0,0,2,pasture,1.55,10,0.8,0.962666667,0.746666667,18.16,132.2666667,8.75,0,0,0,0,0,0,0,0,0,0
2026,96,2,2010,3,Long Sutton,Tier1,6,0,0,0,0,0,0,0,0,0,0,2,pasture,1.55,5,0.9,0.962666667,0.746666667,18.16,132.2666667,8.75,0,0,0,0,0,0,0,0,0,0
2027,96,3,2010,3,Long Sutton,Tier1,1,0,0,0,0,0,0,0,0,0,0,1,pasture,2.4,60,0.05,0.536333333,0.406666667,19.6,122,9.43,0,0,0,0,0,0,0,0,0,0
2028,96,3,2010,3,Long Sutton,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,2.4,60,0.05,0.536333333,0.406666667,19.6,122,9.43,0,0,0,0,0,0,0,0,0,0
2029,96,3,2010,3,Long Sutton,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,2.4,60,0.05,0.536333333,0.406666667,19.6,122,9.43,0,0,0,0,0,0,0,0,0,0
2030,96,3,2010,3,Long Sutton,Tier1,4,0,0,0,0,0,0,0,0,0,0,1,pasture,2.4,60,0.05,0.536333333,0.406666667,19.6,122,9.43,0,0,0,0,0,0,0,0,0,0
2031,96,3,2010,3,Long Sutton,Tier1,5,0,0,0,0,0,0,0,0,0,0,1,pasture,2.4,50,0.05,0.536333333,0.406666667,19.6,122,9.43,0,0,0,0,0,0,0,0,0,0
2032,96,3,2010,3,Long Sutton,Tier1,6,0,0,0,0,0,0,0,0,0,0,1,pasture,2.4,50,0.05,0.536333333,0.406666667,19.6,122,9.43,0,0,0,0,0,0,0,0,0,0
2033,96,4,2010,3,Long Sutton,Tier1,1,0,0,0,0,0,0,0,0,0,0,1,pasture,2.1,70,0.15,0.549333333,0.416666667,19.07333333,124.2433333,8.65,0,0,0,0,0,0,0,0,0,0
2034,96,4,2010,3,Long Sutton,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,2.1,75,0.15,0.549333333,0.416666667,19.07333333,124.2433333,8.65,0,0,0,0,0,0,0,0,0,0
2035,96,4,2010,3,Long Sutton,Tier1,3,0,0,0,0,0,0,0,0,0,0,3,pasture,2.1,80,0.4,0.549333333,0.416666667,19.07333333,124.2433333,8.65,0,0,0,0,0,0,0,0,0,0
2036,96,4,2010,3,Long Sutton,Tier1,4,0,0,0,0,0,0,0,0,0,0,3,pasture,2.1,70,0.3,0.549333333,0.416666667,19.07333333,124.2433333,8.65,0,0,0,0,0,0,0,0,0,0
2037,96,4,2010,3,Long Sutton,Tier1,5,0,0,0,0,0,0,0,0,0,0,1,pasture,2.1,70,0.2,0.549333333,0.416666667,19.07333333,124.2433333,8.65,0,0,0,0,0,0,0,0,0,0
2038,96,4,2010,3,Long Sutton,Tier1,6,0,0,0,0,0,0,0,0,0,0,1,pasture,2.1,75,0.2,0.549333333,0.416666667,19.07333333,124.2433333,8.65,0,0,0,0,0,0,0,0,0,0
2039,97,1,2010,3,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.6,80,0.25,0.474,0.353333333,20.36333333,117.2,6.936666667,0,0,0,0,0,0,0,0,0,0
2040,97,1,2010,3,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.6,80,0.25,0.474,0.353333333,20.36333333,117.2,6.936666667,0,0,0,0,0,0,0,0,0,0
2041,97,1,2010,3,West Sedgemoor,Tier3,3,3,0,3,0,0,0,0,0,0,0,1,rough pasture,1.6,80,0.15,0.474,0.353333333,20.36333333,117.2,6.936666667,0,0,0,0,0,0,0,0,0,0
2042,97,1,2010,3,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.6,60,0.15,0.474,0.353333333,20.36333333,117.2,6.936666667,0,0,0,0,0,0,0,0,0,0
2043,97,1,2010,3,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.6,40,0.15,0.474,0.353333333,20.36333333,117.2,6.936666667,0,0,0,0,0,0,0,0,0,0
2044,97,1,2010,3,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.6,50,0.15,0.474,0.353333333,20.36333333,117.2,6.936666667,0,0,0,0,0,0,0,0,0,0
2045,97,2,2010,3,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,3,rough pasture,2.2,100,0.3,0.491333333,0.37,19.57333333,122.2333333,7.336666667,0,0,0,0,0,0,0,0,0,0
2046,97,2,2010,3,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,3,rough pasture,2.2,90,0.3,0.491333333,0.37,19.57333333,122.2333333,7.336666667,0,0,0,0,0,0,0,0,0,0
2047,97,2,2010,3,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,NA,0.15,0.491333333,0.37,19.57333333,122.2333333,7.336666667,0,0,0,0,0,0,0,0,0,0
2048,97,2,2010,3,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,100,0.2,0.491333333,0.37,19.57333333,122.2333333,7.336666667,0,0,0,0,0,0,0,0,0,0
2049,97,2,2010,3,West Sedgemoor,Tier3,5,1,0,1,0,0,0,0,0,0,0,1,rough pasture,2.2,100,0.25,0.491333333,0.37,19.57333333,122.2333333,7.336666667,0,0,0,0,0,0,0,0,0,0
2050,97,2,2010,3,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,100,0.2,0.491333333,0.37,19.57333333,122.2333333,7.336666667,0,0,0,0,0,0,0,0,0,0
2051,97,3,2010,3,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,3,rough pasture,1.7,50,0.45,0.470666667,0.356666667,20.23,115.6666667,7.223333333,0,0,0,0,0,0,0,0,0,0
2052,97,3,2010,3,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.7,90,0.2,0.470666667,0.356666667,20.23,115.6666667,7.223333333,0,0,0,0,0,0,0,0.025555555,0,0
2053,97,3,2010,3,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.7,80,0.15,0.470666667,0.356666667,20.23,115.6666667,7.223333333,0,0,0,0,0,0,0,0,0,0
2054,97,3,2010,3,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.7,50,0.15,0.470666667,0.356666667,20.23,115.6666667,7.223333333,0,0,0,0,0,0,0,0,0,0
2055,97,3,2010,3,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.7,50,0.2,0.470666667,0.356666667,20.23,115.6666667,7.223333333,0,0,0,0,0,0,0,0,0,0
2056,97,3,2010,3,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.7,60,0.15,0.470666667,0.356666667,20.23,115.6666667,7.223333333,0,0,0,0,0,0,0,0,0,0
2057,97,4,2010,3,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,1,1,rough pasture,1.8,60,0.025555555,0.543333333,0.406666667,22.02666667,106.7,7.04,0,0,0,0,0,0,0,0,0,0
2058,97,4,2010,3,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,1,1,rough pasture,1.8,50,0.025555555,0.543333333,0.406666667,22.02666667,106.7,7.04,0,0,0,0,0,0,0,0,0,0
2059,97,4,2010,3,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,1,1,rough pasture,1.8,65,0.025555555,0.543333333,0.406666667,22.02666667,106.7,7.04,0,0,0,0,0,0,0,0,0,0
2060,97,4,2010,3,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,1,1,rough pasture,1.8,70,0.025555555,0.543333333,0.406666667,22.02666667,106.7,7.04,0,0,0,0,0,0,0,0,0,0
2061,97,4,2010,3,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,1,1,rough pasture,1.8,80,0.025555555,0.543333333,0.406666667,22.02666667,106.7,7.04,0,0,0,0,0,0,0,0,0,0
2062,97,4,2010,3,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,1,1,rough pasture,1.8,65,0.025555555,0.543333333,0.406666667,22.02666667,106.7,7.04,0,0,0,0,0,0,0,0,0,0
2063,98,2,2010,3,West Sedgemoor,Tier3,1,1,0,1,0,0,0,0,0,0,0,3,rough pasture,1.7,5,0.6,0.483666667,0.363333333,20.71,114.8,7.466666667,0,0,0,0,0,0,0,0,0,0
2064,98,2,2010,3,West Sedgemoor,Tier3,2,1,0,1,0,0,0,0,0,0,0,3,rough pasture,1.7,5,0.5,0.483666667,0.363333333,20.71,114.8,7.466666667,0,0,0,0,0,0,0.05,0,0,0.025555555
2065,98,2,2010,3,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,3,rough pasture,1.7,15,0.6,0.483666667,0.363333333,20.71,114.8,7.466666667,0,0,0,0,0,0,0,0,0,0.025555555
2066,98,2,2010,3,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,3,rough pasture,1.7,15,0.4,0.483666667,0.363333333,20.71,114.8,7.466666667,0,0,0,0,0,0,0,0,0.05,0.05
2067,98,2,2010,3,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,3,rough pasture,1.7,20,0.4,0.483666667,0.363333333,20.71,114.8,7.466666667,0,0,0,0,0,0,0,0,0.1,0.025555555
2068,98,2,2010,3,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,3,rough pasture,1.7,20,0.4,0.483666667,0.363333333,20.71,114.8,7.466666667,0,0,0,0,0,0,0,0,0.1,0.025555555
2069,98,3,2010,3,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,3,rough pasture,4.7,10,0.4,0.528,0.4,21.35333333,110.9,7.276666667,0,0,0,0,0.05,0,0,0,0,0
2070,98,3,2010,3,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,3,rough pasture,4.7,10,0.4,0.528,0.4,21.35333333,110.9,7.276666667,0,0,0,0,0,0,0,0,0,0.1
2071,98,3,2010,3,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,3,rough pasture,4.7,5,0.4,0.528,0.4,21.35333333,110.9,7.276666667,0,0,0,0,0,0,0.025555555,0,0,0.2
2072,98,3,2010,3,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,3,rough pasture,4.7,15,0.4,0.528,0.4,21.35333333,110.9,7.276666667,0,0,0,0,0,0,0,0,0,0.1
2073,98,3,2010,3,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,3,rough pasture,4.7,15,0.3,0.528,0.4,21.35333333,110.9,7.276666667,0,0,0,0,0,0,0.1,0,0,0.05
2074,98,3,2010,3,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4.7,20,0.2,0.528,0.4,21.35333333,110.9,7.276666667,0,0,0,0,0,0,0,0,0,0.025555555
2075,98,4,2010,3,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,3,rough pasture,0.95,30,0.35,0.575,0.433333333,20.04,119.3333333,6.903333333,0,0,0,0,0.05,0,0.05,0,0,0
2076,98,4,2010,3,West Sedgemoor,Tier3,2,1,0,1,0,0,0,0,0,0,0,3,rough pasture,0.95,40,0.7,0.575,0.433333333,20.04,119.3333333,6.903333333,0,0,0,0,0.05,0,0.05,0.025555555,0,0
2077,98,4,2010,3,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,3,rough pasture,0.95,40,0.35,0.575,0.433333333,20.04,119.3333333,6.903333333,0,0,0,0,0,0,0.05,0.025555555,0,0
2078,98,4,2010,3,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,3,rough pasture,0.95,40,0.35,0.575,0.433333333,20.04,119.3333333,6.903333333,0,0,0,0,0.05,0,0.05,0,0,0
2079,98,4,2010,3,West Sedgemoor,Tier3,5,1,0,1,0,0,0,0,0,0,0,3,rough pasture,0.95,60,0.4,0.575,0.433333333,20.04,119.3333333,6.903333333,0,0,0,0,0,0,0.05,0,0,0
2080,98,4,2010,3,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,3,rough pasture,0.95,30,0.3,0.575,0.433333333,20.04,119.3333333,6.903333333,0,0,0,0,0.05,0,0,0,0,0
2081,98,5,2010,3,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,2,rough pasture,1.8,15,0.98,0.530666667,0.4,20.19666667,118,6.346666667,0,0,0,0,0,0,0,0,0,0.2
2082,98,5,2010,3,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,2,rough pasture,1.8,15,0.98,0.530666667,0.4,20.19666667,118,6.346666667,0,0,0,0,0,0,0,0,0,0.3
2083,98,5,2010,3,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,2,rough pasture,1.8,20,0.8,0.530666667,0.4,20.19666667,118,6.346666667,0,0,0,0,0,0,0,0,0,0.2
2084,98,5,2010,3,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,2,rough pasture,1.8,20,0.98,0.530666667,0.4,20.19666667,118,6.346666667,0,0,0,0,0,0,0.05,0,0,0.05
2085,98,5,2010,3,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,2,rough pasture,1.8,15,0.98,0.530666667,0.4,20.19666667,118,6.346666667,0,0,0,0,0,0,0.2,0,0,0.1
2086,98,5,2010,3,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,2,rough pasture,1.8,20,0.98,0.530666667,0.4,20.19666667,118,6.346666667,0,0,0,0,0,0,0.2,0,0,0.2
2087,81,2,2011,1,Godney,Tier1,1,0,0,0,0,0,0,0,0,0,0,4,pasture,1.8,25,0.8,0.585,0.45,11.69,192.7,5.43,0,0,0,0,0,0,0,0,0,0
2088,81,2,2011,1,Godney,Tier1,2,0,0,0,0,0,0,0,0,0,0,4,pasture,1.8,30,0.7,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2089,81,2,2011,1,Godney,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,1.8,35,0.1,0.59,0.45,13.1,177.2,3.46,0,0,0,0,0,0,0,0,0,0
