interlink_larva_dippin_with_metadata,cross_ref,site,plot,plot_id,year,season,location,dip_point,management,rhyne_dry,totals_n_larvae,totals_not_ided,totals_n_an_maculipennis,totals_n_an_claviger,totals_n_cx_pipiens,totals_n_cs_annulata,totals_n_cs_morsitans,totals_n_oc_annulipes_cantans,totals_n_oc_caspius,landcover,buttercup,grass,clover,carex,juncus,marsh_marigold,meadow_sweet,nettles,thistle,water_mint,dandelion,birch,alder,dog_rose,hawthorn,oak,sallow,willow,ladies_frock,cows_visible,sheep_visible,other_life_stock_visible,rhyne_cleared,dry_ever_in_that_year,dry_ever_all_years,average_width_m,waterboard_water_level_below_land_m,water_temperature_c,turbidity,salinity,dissolved_oxygen,p_h_probe,av_depth_proximal_edge_cm,av_depth_centre_cm,exposure,percentage_water_shaded,central_cover_carex_percent,central_cover_celery_leaved_buttercup_percent,central_cover_duckweed_percent,central_cover_frog_bit_percent,central_cover_grass_percent,central_cover_ivy_leaved_duckweed_percent,central_cover_juncus_percent,central_cover_marsh_bedstraw_percent,central_cover_typha_percent,central_cover_water_parsnip_percent
42501,425,86,3,8603,2010,3,Southlake Moor,1,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,17.62,1.205333333,0.986666667,136.7666667,5.5,5,0,2,95,0,0,0,0,0,0,0,0,0,0
42502,425,86,3,8603,2010,3,Southlake Moor,2,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,17.62,1.205333333,0.986666667,136.7666667,5.5,5,0,2,95,0,0,0,0,0,0,0,0,0,0
42503,425,86,3,8603,2010,3,Southlake Moor,3,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0.4,17.62,1.205333333,0.986666667,136.7666667,5.5,5,5,2,85,0,0,0,0,0,0,0,0,0,0
42504,425,86,3,8603,2010,3,Southlake Moor,4,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,17.62,1.205333333,0.986666667,136.7666667,5.5,2.5,7,2,95,0,0,0,0,0,0,0,0,0,0
42505,425,86,3,8603,2010,3,Southlake Moor,5,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,17.62,1.205333333,0.986666667,136.7666667,5.5,5,5,2,95,0,0,0,0,0,0,0,0,0,0
42506,425,86,3,8603,2010,3,Southlake Moor,6,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,17.62,1.205333333,0.986666667,136.7666667,5.5,2.5,7,2,95,0,0,0,0,5,0,0,0,0,0
42601,426,86,4,8604,2010,3,Southlake Moor,1,3,0,2,0,0,0,1,1,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,18.01,0.399,0.296666667,133.3,6,10,15,2,80,0,0,0,0,0,0,0,0,5,0
42602,426,86,4,8604,2010,3,Southlake Moor,2,3,0,73,0,0,0,3,70,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,18.01,0.399,0.296666667,133.3,6,5,20,2,80,0,0,0,0,0,0,0,0,5,0
42603,426,86,4,8604,2010,3,Southlake Moor,3,3,0,10,0,0,0,0,10,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,18.01,0.399,0.296666667,133.3,6,20,20,2,90,0,0,0,0,0,0,0,20,0,0
42604,426,86,4,8604,2010,3,Southlake Moor,4,3,0,4,0,0,1,0,3,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,18.01,0.399,0.296666667,133.3,6,15,25,2,97,0,0,0,0,0,0,0,0,0,0
42605,426,86,4,8604,2010,3,Southlake Moor,5,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,18.01,0.399,0.296666667,133.3,6,10,20,2,90,0,0,0,0,0,0,0,0,5,0
42606,426,86,4,8604,2010,3,Southlake Moor,6,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,18.01,0.399,0.296666667,133.3,6,15,20,3,40,0,0,0,0,0,0,0,0,0,0
42701,427,87,1,8701,2010,3,East Waste,1,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.7,17.22333333,0.215,0.156666667,139.5,6.68,5,40,1,5,0,0,0,0,0,0,0,0,0,0
42702,427,87,1,8701,2010,3,East Waste,2,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.7,17.22333333,0.215,0.156666667,139.5,6.68,10,30,1,5,0,0,0,0,0,0,0,0,0,0
42703,427,87,1,8701,2010,3,East Waste,3,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.7,17.22333333,0.215,0.156666667,139.5,6.68,5,40,1,5,0,0,0,0,0,0,0,0,0,0
42704,427,87,1,8701,2010,3,East Waste,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.7,17.22333333,0.215,0.156666667,139.5,6.68,5,40,1,10,0,0,0,0,0,0,0,0,0,0
42705,427,87,1,8701,2010,3,East Waste,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.7,17.22333333,0.215,0.156666667,139.5,6.68,20,35,1,10,0,0,0,0,0,0,0,0,0,0
42706,427,87,1,8701,2010,3,East Waste,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.7,17.22333333,0.215,0.156666667,139.5,6.68,30,40,1,5,0,0,0,0,0,0,0,0,0,0
42801,428,87,2,8702,2010,3,East Waste,1,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.65,15.66666667,0.276,0.206666667,152.5666667,6.656666667,30,90,1,10,0,0,0,0,0,0,0,0,0,5
42802,428,87,2,8702,2010,3,East Waste,2,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.65,15.66666667,0.276,0.206666667,152.5666667,6.656666667,20,80,2,95,0,0,0,0,0,0,0,0,0,30
42803,428,87,2,8702,2010,3,East Waste,3,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.65,15.66666667,0.276,0.206666667,152.5666667,6.656666667,25,80,1,40,0,0,0,0,0,0,0,0,0,0
42804,428,87,2,8702,2010,3,East Waste,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.65,15.66666667,0.276,0.206666667,152.5666667,6.656666667,NA,NA,1,40,0,0,0,0,0,0,0,0,0,0
42805,428,87,2,8702,2010,3,East Waste,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.65,15.66666667,0.276,0.206666667,152.5666667,6.656666667,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0
42806,428,87,2,8702,2010,3,East Waste,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.65,15.66666667,0.276,0.206666667,152.5666667,6.656666667,NA,NA,1,10,0,0,0,0,0,0,0,0,0,5
42901,429,87,3,8703,2010,3,East Waste,1,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.6,15.89,0.185,0.133333333,150.7333333,6.653333333,20,60,3,50,0,0,0,0,0,0,0,0,0,0
42902,429,87,3,8703,2010,3,East Waste,2,3,0,2,0,0,2,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.6,15.89,0.185,0.133333333,150.7333333,6.653333333,20,60,2,95,0,0,0,0,0,0,0,0,0,0
42903,429,87,3,8703,2010,3,East Waste,3,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.6,15.89,0.185,0.133333333,150.7333333,6.653333333,20,60,2,90,0,0,0,0,0,0,0,0,0,0
42904,429,87,3,8703,2010,3,East Waste,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.6,15.89,0.185,0.133333333,150.7333333,6.653333333,20,50,1,5,0,0,0,0,0,0,0,0,0,0
42905,429,87,3,8703,2010,3,East Waste,5,3,0,1,0,1,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.6,15.89,0.185,0.133333333,150.7333333,6.653333333,25,35,2,80,0,0,0,0,0,0,0,0,0,0
42906,429,87,3,8703,2010,3,East Waste,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.6,15.89,0.185,0.133333333,150.7333333,6.653333333,20,40,3,30,0,0,0,0,0,0,0,0,0,0
43001,430,87,4,8704,2010,3,East Waste,1,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.2,0.35,17.72666667,0.152,0.11,135.4666667,6.786666667,20,60,1,15,0,0,0,0,0,0,0,0,0,0
43002,430,87,4,8704,2010,3,East Waste,2,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.2,0.35,17.72666667,0.152,0.11,135.4666667,6.786666667,20,70,1,5,0,0,0,0,0,0,0,0,0,0
43003,430,87,4,8704,2010,3,East Waste,3,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.2,0.35,17.72666667,0.152,0.11,135.4666667,6.786666667,30,40,1,10,0,0,0,0,0,0,0,0,0,0
43004,430,87,4,8704,2010,3,East Waste,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.2,0.35,17.72666667,0.152,0.11,135.4666667,6.786666667,20,50,1,5,0,0,0,0,0,0,0,0,0,0
43005,430,87,4,8704,2010,3,East Waste,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.2,0.35,17.72666667,0.152,0.11,135.4666667,6.786666667,20,60,1,10,0,0,0,0,0,0,0,0,0,0
43006,430,87,4,8704,2010,3,East Waste,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.2,0.35,17.72666667,0.152,0.11,135.4666667,6.786666667,20,65,1,10,0,0,0,0,0,0,0,0,0,0
43101,431,88,1,8801,2010,3,Cheddar Moor,1,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2.3,0.8,16.45666667,0.329666667,0.246666667,145.8666667,7.236666667,15,40,3,45,0,0,0,0,0,0,0,0,0,0
43102,431,88,1,8801,2010,3,Cheddar Moor,2,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2.3,0.8,16.45666667,0.329666667,0.246666667,145.8666667,7.236666667,15,30,3,45,0,0,0,0,0,0,0,0,0,0
43103,431,88,1,8801,2010,3,Cheddar Moor,3,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2.3,0.8,16.45666667,0.329666667,0.246666667,145.8666667,7.236666667,15,50,3,40,0,0,0,0,0,0,0,0,0,0
43104,431,88,1,8801,2010,3,Cheddar Moor,4,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.3,0.8,16.45666667,0.329666667,0.246666667,145.8666667,7.236666667,15,60,3,40,0,0,0,0,0,0,0,0,0,0
43105,431,88,1,8801,2010,3,Cheddar Moor,5,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.3,0.8,16.45666667,0.329666667,0.246666667,145.8666667,7.236666667,20,40,1,30,0,0,0,0,0,0,0,0,0,0
43106,431,88,1,8801,2010,3,Cheddar Moor,6,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.3,0.8,16.45666667,0.329666667,0.246666667,145.8666667,7.236666667,15,30,1,30,0,0,0,0,0,0,0,0,0,0
43201,432,88,2,8802,2010,3,Cheddar Moor,1,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.7,0.65,15.41,0.386333333,0.29,155.3333333,7.196666667,20,30,2,90,0,0,0,0,0,0,0,0,0,0
43202,432,88,2,8802,2010,3,Cheddar Moor,2,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.7,0.65,15.41,0.386333333,0.29,155.3333333,7.196666667,20,40,2,90,0,0,0,0,0,0,0,0,0,0
43203,432,88,2,8802,2010,3,Cheddar Moor,3,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.7,0.65,15.41,0.386333333,0.29,155.3333333,7.196666667,20,30,2,90,0,0,0,0,0,0,0,0,0,0
43204,432,88,2,8802,2010,3,Cheddar Moor,4,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7,0.65,15.41,0.386333333,0.29,155.3333333,7.196666667,20,30,2,80,0,0,0,0,0,0,0,0,0,0
43205,432,88,2,8802,2010,3,Cheddar Moor,5,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7,0.65,15.41,0.386333333,0.29,155.3333333,7.196666667,30,25,2,80,0,0,0,0,0,0,0,0,0,0
43206,432,88,2,8802,2010,3,Cheddar Moor,6,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.7,0.65,15.41,0.386333333,0.29,155.3333333,7.196666667,25,35,2,80,0,0,0,0,0,0,0,0,0,0
43301,433,88,3,8803,2010,3,Cheddar Moor,1,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0.7,17.83666667,0.385666667,0.29,135.3333333,7.89,20,120,1,2.5555555,0,0,0,0,0,0,0,0,0,0
43302,433,88,3,8803,2010,3,Cheddar Moor,2,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0.7,17.83666667,0.385666667,0.29,135.3333333,7.89,20,120,1,2.5555555,0,0,0,0,0,0,0,0,0,0
43303,433,88,3,8803,2010,3,Cheddar Moor,3,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0.7,17.83666667,0.385666667,0.29,135.3333333,7.89,20,120,1,2.5555555,0,0,0,0,0,0,0,0,0,0
43304,433,88,3,8803,2010,3,Cheddar Moor,4,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0.7,17.83666667,0.385666667,0.29,135.3333333,7.89,20,120,1,2.5555555,0,0,0,0,0,0,0,0,0,0
43305,433,88,3,8803,2010,3,Cheddar Moor,5,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0.7,17.83666667,0.385666667,0.29,135.3333333,7.89,20,120,1,2.5555555,0,0,0,0,0,0,0,0,0,0
43306,433,88,3,8803,2010,3,Cheddar Moor,6,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0.7,17.83666667,0.385666667,0.29,135.3333333,7.89,80,120,1,2.5555555,0,0,0,0,0,0,0,0,0,0
43401,434,88,4,8804,2010,3,Cheddar Moor,1,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.5,0.6,17.42333333,0.301666667,0.223333333,137.9333333,7.563333333,15,70,2,95,0,0,0,0,0,0,0,0,0,0
43402,434,88,4,8804,2010,3,Cheddar Moor,2,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.5,0.6,17.42333333,0.301666667,0.223333333,137.9333333,7.563333333,15,70,2,95,0,0,0,0,0,0,0,0,0,0
43403,434,88,4,8804,2010,3,Cheddar Moor,3,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.5,0.6,17.42333333,0.301666667,0.223333333,137.9333333,7.563333333,15,70,2,95,0,0,0,0,0,0,0,0,0,0
43404,434,88,4,8804,2010,3,Cheddar Moor,4,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.5,0.6,17.42333333,0.301666667,0.223333333,137.9333333,7.563333333,5,50,2,95,0,0,0,0,0,0,0,0,0,0
43405,434,88,4,8804,2010,3,Cheddar Moor,5,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.5,0.6,17.42333333,0.301666667,0.223333333,137.9333333,7.563333333,5,50,2,95,0,0,0,0,0,0,0,0,0,0
43406,434,88,4,8804,2010,3,Cheddar Moor,6,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.5,0.6,17.42333333,0.301666667,0.223333333,137.9333333,7.563333333,10,70,2,95,0,0,0,0,0,0,0,0,0,0
43501,435,89,1,8901,2010,3,Tadham Moor,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
43502,435,89,1,8901,2010,3,Tadham Moor,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
43503,435,89,1,8901,2010,3,Tadham Moor,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
43504,435,89,1,8901,2010,3,Tadham Moor,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
43505,435,89,1,8901,2010,3,Tadham Moor,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
43506,435,89,1,8901,2010,3,Tadham Moor,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
43601,436,89,2,8902,2010,3,Tadham Moor,1,3,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,17.72666667,0.475,0.356666667,135.4333333,7.45,10,70,1,20,0,0,0,0,0,0,0,0,10,0
43602,436,89,2,8902,2010,3,Tadham Moor,2,3,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,17.72666667,0.475,0.356666667,135.4333333,7.45,20,70,3,60,0,0,0,0,0,0,0,0,10,0
43603,436,89,2,8902,2010,3,Tadham Moor,3,3,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,17.72666667,0.475,0.356666667,135.4333333,7.45,30,80,3,40,0,0,0,0,0,0,0,0,5,0
43604,436,89,2,8902,2010,3,Tadham Moor,4,3,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,17.72666667,0.475,0.356666667,135.4333333,7.45,15,80,1,15,0,0,0,0,0,0,0,0,10,0
43605,436,89,2,8902,2010,3,Tadham Moor,5,3,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,17.72666667,0.475,0.356666667,135.4333333,7.45,20,70,1,10,0,0,0,0,0,0,0,0,5,0
43606,436,89,2,8902,2010,3,Tadham Moor,6,3,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,17.72666667,0.475,0.356666667,135.4333333,7.45,20,70,1,20,0,0,0,0,0,0,0,0,0,0
43701,437,89,3,8903,2010,3,Tadham Moor,1,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.35,17.00666667,0.623,0.476666667,141.4,6.776666667,10,35,3,40,0,0,0,0,0,0,0,0,0,0
43702,437,89,3,8903,2010,3,Tadham Moor,2,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.35,17.00666667,0.623,0.476666667,141.4,6.776666667,5,20,3,30,0,0,0,0,0,0,0,0,0,0
43703,437,89,3,8903,2010,3,Tadham Moor,3,3,0,1,0,1,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.35,17.00666667,0.623,0.476666667,141.4,6.776666667,4,45,3,30,0,0,0,0,0,0,0,0,0,0
43704,437,89,3,8903,2010,3,Tadham Moor,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.35,17.00666667,0.623,0.476666667,141.4,6.776666667,5,40,3,40,0,0,0,0,0,0,0,0,0,0
43705,437,89,3,8903,2010,3,Tadham Moor,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.35,17.00666667,0.623,0.476666667,141.4,6.776666667,15,50,3,30,0,0,0,0,0,0,0,0,0,0
43706,437,89,3,8903,2010,3,Tadham Moor,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.35,17.00666667,0.623,0.476666667,141.4,6.776666667,5,45,3,30,0,0,0,0,0,0,0,0,0,0
43801,438,89,4,8904,2010,3,Tadham Moor,1,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.25,0.5,19.32,0.542666667,0.413333333,123.9666667,6.98,20,50,1,<10,0,0,0,0,0,0,0,0,0,0
43802,438,89,4,8904,2010,3,Tadham Moor,2,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.25,0.5,19.32,0.542666667,0.413333333,123.9666667,6.98,15,40,1,2.5555555,0,0,0,0,0,0,0,0,0,0
43803,438,89,4,8904,2010,3,Tadham Moor,3,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.25,0.5,19.32,0.542666667,0.413333333,123.9666667,6.98,15,40,1,2.5555555,0,0,0,0,0,0,0,0,0,0
