interlink_larva_dippin_with_metadata,sort,cross_ref.x,site.x,plot.x,plot_id.x,year.x,season.x,location.x,dip_point.x,water_tier_management.x,date,no_of_dips,rhyne_dry.x,totals_n_larvae,totals_not_ided,totals_n_an_maculipennis,totals_n_an_claviger,totals_n_cx_pipiens,totals_n_cs_annulata,totals_n_cs_morsitans,totals_n_oc_annulipes_cantans,totals_n_oc_caspius,a_round_dip_location,a_round_nlarvae,a_round_not_ided,a_round_an_maculipennis,a_round_an_claviger,a_round_cx_pipiens,a_round_cs_annulata,a_round_cs_morsitans,a_round_oc_annulipes_cantans,a_round_oc_caspius,b_round_dip_location,b_round_nlarvae,b_round_not_ided,b_round_an_maculipennis,b_round_an_claviger,b_round_cx_pipiens,b_round_cs_annulata,b_round_cs_morsitans,b_round_oc_annulipes_cantans,b_round_oc_caspius,c_round_dip_location,c_round_nlarvae,c_round_not_ided,c_round_an_maculipennis,c_round_an_claviger,c_round_cx_pipiens,c_round_cs_annulata,c_round_cs_morsitans,c_round_oc_annulipes_cantans,c_round_oc_caspius,data_entered_by_comment,who_assessed_vegetation,new_averaged_gps_readings_st,new_averaged_gps_readings_eastings,new_averaged_gps_readings_northings,eastings_recordings_from_field_data_sheet,northings_recordings_from_field_data_sheet,water_tier_management.y,sample_date,sampling_time,operator,landcover_rough_pasture_rough_pasture_reed_bed_wet_woodland,buttercup,grass,clover,carex,juncus,marsh_marigold,meadow_sweet,nettles,thistle,water_mint,dandelion,birch,alder,dog_rose,hawthorn,oak,sallow,willow,ladies_frock,cows_visible,sheep_visible,other_life_stock_visible,rhyne_cleared,dry_ever_in_that_year,dry_ever_all_years,average_width_m,approx_length_m,approx_size_m2,waterboard_water_level_below_land_m,water_temperature_c,turbidity,salinity,dissolved_oxygen,p_h_probe,av_depth_proximal_edge_cm,av_depth_centre_cm,exposure_1_sun_3_shade_2_partial_shade_4_open_but_emergent_vegetation_within_rhyne_5_open_but_shaded_by_very_high_bank_or_dense_overhanging_bank_vegetation,percentage_water_shaded
51001,1347,510,85,3,8503,2011,1,Aller Moor,1,1,40681,3,0,1,0,0,0,1,0,0,0,0,P,1,0,0,0,1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,38815,28415,38815,28415,1,40681,0.451388889,"JD, MN, MP",pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,nr,nr,1.5,15.37,1.031,0.8,155.1,9.23,20,50,5,15
51002,1348,510,85,3,8503,2011,1,Aller Moor,2,1,40681,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,38813,28415,nr,nr,1,40681,0.451388889,"JD, MN, MP",pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,nr,nr,1.5,NA,NA,NA,NA,NA,20,50,5,15
51003,1349,510,85,3,8503,2011,1,Aller Moor,3,1,40681,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,38808,28409,nr,nr,1,40681,0.451388889,"JD, MN, MP",pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,nr,nr,1.5,15.15,1.158,0.91,157.2,9.19,20,50,5,30
51004,1350,510,85,3,8503,2011,1,Aller Moor,4,1,40681,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,38806,28409,nr,nr,1,40681,0.451388889,"JD, MN, MP",pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,nr,nr,1.5,NA,NA,NA,NA,NA,20,50,5,20
51005,1351,510,85,3,8503,2011,1,Aller Moor,5,1,40681,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,38805,28407,nr,nr,1,40681,0.451388889,"JD, MN, MP",pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,nr,nr,1.5,14.87,1.177,0.92,159.7,9.21,20,70,5,30
51006,1352,510,85,3,8503,2011,1,Aller Moor,6,1,40681,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,38803,28405,nr,nr,1,40681,0.451388889,"JD, MN, MP",pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,nr,nr,1.5,NA,NA,NA,NA,NA,20,50,4,45
55601,1353,556,85,4,8504,2011,1,Aller Moor,1,1,40681,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,39079,28168,39079,28168,1,40681,0.416666667,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6,nr,nr,0.6,14.38,0.523,0.4,164.6,9.18,10,50,2,80
55602,1354,556,85,4,8504,2011,1,Aller Moor,2,1,40681,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,39072,28172,nr,nr,1,40681,0.416666667,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6,nr,nr,0.6,NA,NA,NA,NA,NA,20,50,3,30
55603,1355,556,85,4,8504,2011,1,Aller Moor,3,1,40681,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,39072,28173,nr,nr,1,40681,0.416666667,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6,nr,nr,0.6,14.16,0.471,0.36,166.6,8.63,20,50,4,40
55604,1356,556,85,4,8504,2011,1,Aller Moor,4,1,40681,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,39069,28177,nr,nr,1,40681,0.416666667,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6,nr,nr,0.6,NA,NA,NA,NA,NA,20,50,3,60
55605,1357,556,85,4,8504,2011,1,Aller Moor,5,1,40681,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,39068,28178,nr,nr,1,40681,0.416666667,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6,nr,nr,0.6,14.38,0.45,0.34,164.5,8.25,20,50,3,60
55606,1358,556,85,4,8504,2011,1,Aller Moor,6,1,40681,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS (corrected Eastings value),MP,ST,39067,28179,nr,nr,1,40681,0.416666667,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6,nr,nr,0.6,NA,NA,NA,NA,NA,10,50,3,60
51101,1359,511,86,1,8601,2011,1,Southlake Moor,1,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37148,30162,37148,30162,3,40680,0.729166667,"JD, MN, MP",pasture,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,1,14.62,0.528,0.4,162,7.02,10,30,4,50
51102,1360,511,86,1,8601,2011,1,Southlake Moor,2,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37150,30162,nr,nr,3,40680,0.729166667,"JD, MN, MP",pasture,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,1,NA,NA,NA,NA,NA,20,50,4,30
51103,1361,511,86,1,8601,2011,1,Southlake Moor,3,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37152,30167,nr,nr,3,40680,0.729166667,"JD, MN, MP",pasture,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,1,13.85,0.509,0.39,169.4,6.88,20,40,4,80
51104,1362,511,86,1,8601,2011,1,Southlake Moor,4,3,40680,3,0,1,0,0,1,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,1,0,0,1,0,0,0,0,0,SMS,MP,ST,37155,30170,nr,nr,3,40680,0.729166667,"JD, MN, MP",pasture,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,1,NA,NA,NA,NA,NA,10,40,4,80
51105,1363,511,86,1,8601,2011,1,Southlake Moor,5,3,40680,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37157,30176,nr,nr,3,40680,0.729166667,"JD, MN, MP",pasture,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,1,14.04,0.596,0.45,167.6,6.65,20,30,4,80
51106,1364,511,86,1,8601,2011,1,Southlake Moor,6,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37158,30178,nr,nr,3,40680,0.729166667,"JD, MN, MP",pasture,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,1,NA,NA,NA,NA,NA,10,30,4,80
51201,1365,512,86,2,8602,2011,1,Southlake Moor,1,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37039,30161,37039,30161,3,40680,0.736111111,"JD, MN, MP",pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.8,nr,nr,0.5,16.73,0.528,0.4,143.3,7.11,5,30,4,90
51202,1366,512,86,2,8602,2011,1,Southlake Moor,2,3,40680,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37039,30163,nr,nr,3,40680,0.736111111,"JD, MN, MP",pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.8,nr,nr,0.5,NA,NA,NA,NA,NA,10,30,4,90
51203,1367,512,86,2,8602,2011,1,Southlake Moor,3,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37040,30166,nr,nr,3,40680,0.736111111,"JD, MN, MP",pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.8,nr,nr,0.5,16.74,0.508,0.38,143.3,8.25,5,30,4,80
51204,1368,512,86,2,8602,2011,1,Southlake Moor,4,3,40680,3,0,1,0,0,1,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,1,0,0,1,0,0,0,0,0,SMS,MP,ST,37041,30168,nr,nr,3,40680,0.736111111,"JD, MN, MP",pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.8,nr,nr,0.5,NA,NA,NA,NA,NA,5,10,4,80
51205,1369,512,86,2,8602,2011,1,Southlake Moor,5,3,40680,3,0,2,0,0,2,0,0,0,0,0,P,1,0,0,1,0,0,0,0,0,P,1,0,0,1,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37043,30172,nr,nr,3,40680,0.736111111,"JD, MN, MP",pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.8,nr,nr,0.5,16.59,0.51,0.39,144.6,8.67,5,10,4,80
51206,1370,512,86,2,8602,2011,1,Southlake Moor,6,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37046,30176,nr,nr,3,40680,0.736111111,"JD, MN, MP",pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.8,nr,nr,0.5,NA,NA,NA,NA,NA,5,40,4,70
51301,1371,513,86,3,8603,2011,1,Southlake Moor,1,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,36935,30109,36935,30109,3,40680,0.680555556,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,nr,nr,0.5,15.59,0.621,0.49,153.1,7.87,5,20,4,90
51302,1372,513,86,3,8603,2011,1,Southlake Moor,2,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,36934,30107,nr,nr,3,40680,0.680555556,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,nr,nr,0.5,NA,NA,NA,NA,NA,5,20,4,80
51303,1373,513,86,3,8603,2011,1,Southlake Moor,3,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,36933,30104,nr,nr,3,40680,0.680555556,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.5,nr,nr,0.5,15.3,0.603,0.46,155.8,7.75,5,30,4,70
51304,1374,513,86,3,8603,2011,1,Southlake Moor,4,3,40680,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,36932,30098,nr,nr,3,40680,0.680555556,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,nr,nr,0.5,NA,NA,NA,NA,NA,5,30,4,70
51305,1375,513,86,3,8603,2011,1,Southlake Moor,5,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,36932,30097,nr,nr,3,40680,0.680555556,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,nr,nr,0.5,15.52,0.593,0.45,153.9,7.56,5,30,4,70
51306,1376,513,86,3,8603,2011,1,Southlake Moor,6,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,36931,30092,nr,nr,3,40680,0.680555556,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,nr,nr,0.5,NA,NA,NA,NA,NA,5,20,4,70
55701,1377,557,86,4,8604,2011,1,Southlake Moor,1,3,40680,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37042,29970,37042,29970,3,40680,0.704861111,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1,nr,nr,0.4,15.95,0.522,0.4,150.2,7.9,20,40,4,50
55702,1378,557,86,4,8604,2011,1,Southlake Moor,2,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37041,29970,nr,nr,3,40680,0.704861111,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1,nr,nr,0.4,NA,NA,NA,NA,NA,20,30,4,50
55703,1379,557,86,4,8604,2011,1,Southlake Moor,3,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37041,29969,nr,nr,3,40680,0.746527778,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1,nr,nr,0.4,14.67,0.528,0.4,161.4,7.84,10,30,4,90
55704,1380,557,86,4,8604,2011,1,Southlake Moor,4,3,40680,3,0,1,0,0,1,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,1,0,0,1,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37042,29967,nr,nr,3,40680,0.788194444,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1,nr,nr,0.4,NA,NA,NA,NA,NA,20,30,4,90
55705,1381,557,86,4,8604,2011,1,Southlake Moor,5,3,40680,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37041,29967,nr,nr,3,40680,0.829861111,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1,nr,nr,0.4,14.15,0.528,0.4,166.5,6.93,10,30,4,90
55706,1382,557,86,4,8604,2011,1,Southlake Moor,6,3,40680,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,37041,29966,nr,nr,3,40680,0.704861111,"JD, MN, MP",pasture,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1,nr,nr,0.4,NA,NA,NA,NA,NA,10,30,4,90
55801,1383,558,87,1,8701,2011,1,East Waste,1,3,40676,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,48122,41699,48122,41699,3,40676,0.4375,"SS, NG, MP",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.7,10.94,0.563,0.43,201.5,6.78,20,45,4,100
55802,1384,558,87,1,8701,2011,1,East Waste,2,3,40676,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,48118,41696,nr,nr,3,40676,0.4375,"SS, NG, MP",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.7,NA,NA,NA,NA,NA,10,50,4,40
55803,1385,558,87,1,8701,2011,1,East Waste,3,3,40676,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,48118,41695,nr,nr,3,40676,0.4375,"SS, NG, MP",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.7,11.69,0.557,0.42,192.7,3.44,20,35,4,30
55804,1386,558,87,1,8701,2011,1,East Waste,4,3,40676,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,48117,41695,nr,nr,3,40676,0.4375,"SS, NG, MP",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.7,NA,NA,NA,NA,NA,20,40,4,30
55805,1387,558,87,1,8701,2011,1,East Waste,5,3,40676,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,48116,41695,nr,nr,3,40676,0.4375,"SS, NG, MP",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.7,11.58,0.555,0.42,194.1,3.02,10,40,4,50
55806,1388,558,87,1,8701,2011,1,East Waste,6,3,40676,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,48113,41692,nr,nr,3,40676,0.4375,"SS, NG, MP",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.7,NA,NA,NA,NA,NA,10,30,4,90
51401,1389,514,87,2,8702,2011,1,East Waste,1,3,40676,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47987,41852,47987,41852,3,40676,0.451388889,"SS, NG, MP",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.7,12.68,0.425,0.32,181.7,5.51,25,80,4,15
51402,1390,514,87,2,8702,2011,1,East Waste,2,3,40676,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47989,41853,nr,nr,3,40676,0.451388889,"SS, NG, MP",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.7,NA,NA,NA,NA,NA,60,80,4,10
51403,1391,514,87,2,8702,2011,1,East Waste,3,3,40676,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47990,41855,nr,nr,3,40676,0.451388889,"SS, NG, MP",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.7,13.2,0.419,0.32,176.4,5.66,30,80,4,10
51404,1392,514,87,2,8702,2011,1,East Waste,4,3,40676,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47995,41859,nr,nr,3,40676,0.451388889,"SS, NG, MP",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.7,NA,NA,NA,NA,NA,60,80,4,10
51405,1393,514,87,2,8702,2011,1,East Waste,5,3,40676,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47997,41860,nr,nr,3,40676,0.451388889,"SS, NG, MP",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.7,11.73,0.423,0.32,191.6,6.2,50,80,4,15
51406,1394,514,87,2,8702,2011,1,East Waste,6,3,40676,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47998,41861,nr,nr,3,40676,0.451388889,"SS, NG, MP",rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.7,NA,NA,NA,NA,NA,30,90,4,20
51501,1395,515,87,3,8703,2011,1,East Waste,1,3,40676,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47792,41852,47792,41852,3,40676,0.46875,"SS, NG, MP",rough pasture,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1 (the previous year?),0,0,2.5,nr,nr,0.8,15.24,0.42,0.32,156.4,7.66,20,60,5,20
51502,1396,515,87,3,8703,2011,1,East Waste,2,3,40676,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47792,41852,nr,nr,3,40676,0.46875,"SS, NG, MP",rough pasture,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1 (the previous year?),0,0,2.5,nr,nr,0.8,NA,NA,NA,NA,NA,20,60,5,15
51503,1397,515,87,3,8703,2011,1,East Waste,3,3,40676,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47793,41847,nr,nr,3,40676,0.46875,"SS, NG, MP",rough pasture,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1 (the previous year?),0,0,2.5,nr,nr,0.8,15.58,0.412,0.31,153.5,7.18,20,70,5,15
