Interlink_larva_dippin_with_metadata,SORT,Dip-specific_predator_data,Detailled_pics,Detailled_veg_data,Shade_assessed_in_situ?,Data_entered_by/comment,WHO_assessed_vegetation,CrossRef,Site,plot,Plot_ID,Year,Season,Location,Dip_point,Eastings,Northings,Water_tier_management,Date,No_of_dips,Rhyne_dry,Totals_N_larvae,Totals_NOT_Ided,Totals_N_An_maculipennis,Totals_N_An_claviger,Totals_N_Cx_pipiens,Totals_N_Cs_annulata,Totals_N_Cs_morsitans,Totals_N_Oc_annulipes_cantans,Totals_N_Oc_caspius,A_round_dip_location,A_round_Nlarvae,A_round_NOT_Ided,A_round_An_maculipennis,A_round_An_claviger,A_round_Cx_pipiens,A_round_Cs_annulata,A_round_Cs_morsitans,A_round_Oc_annulipes_cantans,A_round_Oc_caspius,B_round_dip_location,B_round_Nlarvae,B_round_NOT_Ided,B_round_An_maculipennis,B_round_An_claviger,B_round_Cx_pipiens,B_round_Cs_annulata,B_round_Cs_morsitans,B_round_Oc_annulipes_cantans,B_round_Oc_caspius,C_round_dip_location,C_round_Nlarvae,C_round_NOT_Ided,C_round_An_maculipennis,C_round_An_claviger,C_round_Cx_pipiens,C_round_Cs_annulata,C_round_Cs_morsitans,C_round_Oc_annulipes_cantans,C_round_Oc_caspius
43403,994,,,,,,,434,88,4,8804,2010,3,Cheddar Moor,3,,,1,40408,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
43404,995,,,,,,,434,88,4,8804,2010,3,Cheddar Moor,4,,,1,40408,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
43405,996,,,,,,,434,88,4,8804,2010,3,Cheddar Moor,5,,,1,40408,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
43406,997,,,,,,,434,88,4,8804,2010,3,Cheddar Moor,6,,,1,40408,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
43501,998,,,,,,,435,89,1,8901,2010,3,Tadham Moor,1,,,3,40409,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43502,999,,,,,,,435,89,1,8901,2010,3,Tadham Moor,2,,,3,40409,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43503,1000,,,,,,,435,89,1,8901,2010,3,Tadham Moor,3,,,3,40409,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43504,1001,,,,,,,435,89,1,8901,2010,3,Tadham Moor,4,,,3,40409,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43505,1002,,,,,,,435,89,1,8901,2010,3,Tadham Moor,5,,,3,40409,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43506,1003,,,,,,,435,89,1,8901,2010,3,Tadham Moor,6,,,3,40409,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43601,1004,,,,,,,436,89,2,8902,2010,3,Tadham Moor,1,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
43602,1005,,,,,,,436,89,2,8902,2010,3,Tadham Moor,2,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
43603,1006,,,,,,,436,89,2,8902,2010,3,Tadham Moor,3,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
43604,1007,,,,,,,436,89,2,8902,2010,3,Tadham Moor,4,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
43605,1008,,,,,,,436,89,2,8902,2010,3,Tadham Moor,5,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
43606,1009,,,,,,,436,89,2,8902,2010,3,Tadham Moor,6,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
43701,1010,,,,,,,437,89,3,8903,2010,3,Tadham Moor,1,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
43702,1011,,,,,,,437,89,3,8903,2010,3,Tadham Moor,2,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
43703,1012,,,,,,,437,89,3,8903,2010,3,Tadham Moor,3,,,3,40409,3,0,1,0,1,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,1,0,1,0,0,0,0,0,0
43704,1013,,,,,,,437,89,3,8903,2010,3,Tadham Moor,4,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
43705,1014,,,,,,,437,89,3,8903,2010,3,Tadham Moor,5,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
43706,1015,,,,,,,437,89,3,8903,2010,3,Tadham Moor,6,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
43801,1016,,,,,,,438,89,4,8904,2010,3,Tadham Moor,1,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
43802,1017,,,,,,,438,89,4,8904,2010,3,Tadham Moor,2,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
43803,1018,,,,,,,438,89,4,8904,2010,3,Tadham Moor,3,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
43804,1019,,,,,,,438,89,4,8904,2010,3,Tadham Moor,4,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
43805,1020,,,,,,,438,89,4,8904,2010,3,Tadham Moor,5,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
43806,1021,,,,,,,438,89,4,8904,2010,3,Tadham Moor,6,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
43901,1022,,,,,,,439,90,1,9001,2010,3,Moorlinch,1,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
43902,1023,,,,,,,439,90,1,9001,2010,3,Moorlinch,2,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
43903,1024,,,,,,,439,90,1,9001,2010,3,Moorlinch,3,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
43904,1025,,,,,,,439,90,1,9001,2010,3,Moorlinch,4,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
43905,1026,,,,,,,439,90,1,9001,2010,3,Moorlinch,5,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
43906,1027,,,,,,,439,90,1,9001,2010,3,Moorlinch,6,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44001,1028,,,,,,,440,90,2,9002,2010,3,Moorlinch,1,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44002,1029,,,,,,,440,90,2,9002,2010,3,Moorlinch,2,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44003,1030,,,,,,,440,90,2,9002,2010,3,Moorlinch,3,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44004,1031,,,,,,,440,90,2,9002,2010,3,Moorlinch,4,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44005,1032,,,,,,,440,90,2,9002,2010,3,Moorlinch,5,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44006,1033,,,,,,,440,90,2,9002,2010,3,Moorlinch,6,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
44101,1034,,,,,,,441,90,3,9003,2010,3,Moorlinch,1,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44102,1035,,,,,,,441,90,3,9003,2010,3,Moorlinch,2,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44103,1036,,,,,,,441,90,3,9003,2010,3,Moorlinch,3,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44104,1037,,,,,,,441,90,3,9003,2010,3,Moorlinch,4,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44105,1038,,,,,,,441,90,3,9003,2010,3,Moorlinch,5,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44106,1039,,,,,,,441,90,3,9003,2010,3,Moorlinch,6,,,3,40412,3,0,1,1,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,1,1,0,0,0,0,0,0,0
44201,1040,,,,,,,442,90,4,9004,2010,3,Moorlinch,1,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44202,1041,,,,,,,442,90,4,9004,2010,3,Moorlinch,2,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44203,1042,,,,,,,442,90,4,9004,2010,3,Moorlinch,3,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44204,1043,,,,,,,442,90,4,9004,2010,3,Moorlinch,4,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44205,1044,,,,,,,442,90,4,9004,2010,3,Moorlinch,5,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44206,1045,,,,,,,442,90,4,9004,2010,3,Moorlinch,6,,,3,40412,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44301,1046,,,,,,,443,91,1,9101,2010,3,King's Sedgemoor,1,,,3,40413,3,0,762,0,0,1,388,373,0,0,0,D,173,0,0,1,129,43,0,0,0,P,294,0,0,0,86,208,0,0,0,C,295,0,0,0,173,122,0,0,0
44302,1047,,,,,,,443,91,1,9101,2010,3,King's Sedgemoor,2,,,3,40413,3,0,401,0,0,2,179,220,0,0,0,P,77,0,0,0,38,39,0,0,0,C,160,0,0,0,60,100,0,0,0,P,164,0,0,2,81,81,0,0,0
44303,1048,,,,,,,443,91,1,9101,2010,3,King's Sedgemoor,3,,,3,40413,3,0,264,0,0,0,223,41,0,0,0,D,126,0,0,0,112,14,0,0,0,D,71,0,0,0,69,2,0,0,0,P,67,0,0,0,42,25,0,0,0
44304,1049,,,,,,,443,91,1,9101,2010,3,King's Sedgemoor,4,,,3,40413,3,0,35,0,0,0,30,5,0,0,0,P,0,0,0,0,0,0,0,0,0,D,33,0,0,0,28,5,0,0,0,P,2,0,0,0,2,0,0,0,0
44305,1050,,,,,,,443,91,1,9101,2010,3,King's Sedgemoor,5,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44306,1051,,,,,,,443,91,1,9101,2010,3,King's Sedgemoor,6,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44401,1052,,,,,,,444,91,2,9102,2010,3,King's Sedgemoor,1,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44402,1053,,,,,,,444,91,2,9102,2010,3,King's Sedgemoor,2,,,3,40413,3,0,1,0,0,0,1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,1,0,0,0,1,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44403,1054,,,,,,,444,91,2,9102,2010,3,King's Sedgemoor,3,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44404,1055,,,,,,,444,91,2,9102,2010,3,King's Sedgemoor,4,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44405,1056,,,,,,,444,91,2,9102,2010,3,King's Sedgemoor,5,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44406,1057,,,,,,,444,91,2,9102,2010,3,King's Sedgemoor,6,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44501,1058,,,,,,,445,91,3,9103,2010,3,King's Sedgemoor,1,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44502,1059,,,,,,,445,91,3,9103,2010,3,King's Sedgemoor,2,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44503,1060,,,,,,,445,91,3,9103,2010,3,King's Sedgemoor,3,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44504,1061,,,,,,,445,91,3,9103,2010,3,King's Sedgemoor,4,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44505,1062,,,,,,,445,91,3,9103,2010,3,King's Sedgemoor,5,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44506,1063,,,,,,,445,91,3,9103,2010,3,King's Sedgemoor,6,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44601,1064,,,,,,,446,91,4,9104,2010,3,King's Sedgemoor,1,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44602,1065,,,,,,,446,91,4,9104,2010,3,King's Sedgemoor,2,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
44603,1066,,,,,,,446,91,4,9104,2010,3,King's Sedgemoor,3,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44604,1067,,,,,,,446,91,4,9104,2010,3,King's Sedgemoor,4,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
44605,1068,,,,,,,446,91,4,9104,2010,3,King's Sedgemoor,5,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
44606,1069,,,,,,,446,91,4,9104,2010,3,King's Sedgemoor,6,,,3,40413,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44701,1070,,,,,,,447,92,1,9201,2010,3,Catcott,1,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44702,1071,,,,,,,447,92,1,9201,2010,3,Catcott,2,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44703,1072,,,,,,,447,92,1,9201,2010,3,Catcott,3,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
44704,1073,,,,,,,447,92,1,9201,2010,3,Catcott,4,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44705,1074,,,,,,,447,92,1,9201,2010,3,Catcott,5,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
44706,1075,,,,,,,447,92,1,9201,2010,3,Catcott,6,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44801,1076,,,,,,,448,92,2,9202,2010,3,Catcott,1,,,3,40409,3,0,1,0,1,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,1,0,1,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44802,1077,,,,,,,448,92,2,9202,2010,3,Catcott,2,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44803,1078,,,,,,,448,92,2,9202,2010,3,Catcott,3,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44804,1079,,,,,,,448,92,2,9202,2010,3,Catcott,4,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44805,1080,,,,,,,448,92,2,9202,2010,3,Catcott,5,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
44806,1081,,,,,,,448,92,2,9202,2010,3,Catcott,6,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44901,1082,,,,,,,449,92,3,9203,2010,3,Catcott,1,,,3,40409,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44902,1083,,,,,,,449,92,3,9203,2010,3,Catcott,2,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44903,1084,,,,,,,449,92,3,9203,2010,3,Catcott,3,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44904,1085,,,,,,,449,92,3,9203,2010,3,Catcott,4,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
44905,1086,,,,,,,449,92,3,9203,2010,3,Catcott,5,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
44906,1087,,,,,,,449,92,3,9203,2010,3,Catcott,6,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
45001,1088,,,,,,,450,92,4,9204,2010,3,Catcott,1,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
45002,1089,,,,,,,450,92,4,9204,2010,3,Catcott,2,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
45003,1090,,,,,,,450,92,4,9204,2010,3,Catcott,3,,,3,40409,3,0,2,0,2,0,0,0,0,0,0,P,2,0,2,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
45004,1091,,,,,,,450,92,4,9204,2010,3,Catcott,4,,,3,40409,3,0,1,0,1,0,0,0,0,0,0,P,1,0,1,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
45005,1092,,,,,,,450,92,4,9204,2010,3,Catcott,5,,,3,40409,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
45006,1093,,,,,,,450,92,4,9204,2010,3,Catcott,6,,,3,40409,3,0,1,0,1,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,1,0,1,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
45101,1094,,,,,,,451,93,1,9301,2010,3,Mark,1,,,1,40408,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
45102,1095,,,,,,,451,93,1,9301,2010,3,Mark,2,,,1,40408,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
45103,1096,,,,,,,451,93,1,9301,2010,3,Mark,3,,,1,40408,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
45104,1097,,,,,,,451,93,1,9301,2010,3,Mark,4,,,1,40408,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
45105,1098,,,,,,,451,93,1,9301,2010,3,Mark,5,,,1,40408,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
