Interlink_larva_dippin_with_metadata,1,Dip-specific_predator_data,Detailled_pics,Detailled_veg_data,Shade_assessed_in_situ?,Data_entered_by/comment,WHO_assessed_vegetation,Cross_Ref,Site,Plot,Plot_ID,Year,Season,Location,Dip_point,NEW_averaged_GPS_readings_ST,NEW_averaged_GPS_readings_Eastings,NEW_averaged_GPS_readings_Northings,Eastings_recordings_from_field_data_sheet,Northings_recordings_from_field_data_sheet,Water_tier_management,Sample_date,Sampling_time,Operator,"Weather (1=sunny, 2=sunny spells, 3=overcast, 4=rain)",Wind_speed,Wind_direction,Air_temperature_[°C],Minimum_air_t_[°C],Maximum_air_t_[°C],"Landcover - rough pasture, rough pasture, reed bed, wet woodland",Buttercup,Grass,Clover,Carex,Juncus,Marsh_marigold,Meadow_sweet,Nettles,Thistle,Water_mint,Dandelion,Birch,Alder,Dog_rose,Hawthorn,Oak,Sallow,Willow,Ladie's_frock,Cows_visible,Sheep_visible,Other_life_stock_visible,Rhyne_cleared,Rhyne_Dry,Dry_ever_(in_that_year),Dry_ever_(all_years),water_body,Average_width_[m],Approx._length_[m]__,Approx._size_[m2],Waterboard_(water_level_below_land)_[m],Distance_dip1_to_rhyne_end_[m],Rhyne_direction_[degrees],Flow_speed_[m/s],Water_temperature_[?C],Turbidity,Salinity,Dissolved_oxygen,pH_probe,pH_-_new_pH_probe,av.depth_proximal_edge_[cm],av.depth_centre_[cm],"av.depth_[cm,_three_measurements,_not_carried_out_beyond_2009]","Exposure_-_1=_sun,_3_=_shade,_2_=_partial_shade,_4_=_open_but_emergent_vegetation_within_rhyne,_5_=_open_but_shaded_by_very_high_bank_or_dense_overhanging_bank_vegetation",Percentage_water_shaded,Fish,Water_boatman,WBL_Water_beetle_larva,Water_beetle,Damselfly_larva,Dragonfly_larva,Phantom_midge,Backswimmer,Saucer_bug,Water_scorpion,Water_spider,Newt,Tadpole,Frog,Flatworm,Gammarus
40504,2027,,,,,SMS,MP,405,81,3,8103,2010,3,Godney,4,ST,48758,42091,nr,nr,1,40410,0.5625,"SS, MP, NG, RM",3,2 to 3,S,20,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,1.5,nr,nr,0.6,nr,nr,NA,16.57,0.622333333,0.48,145.0666667,6.933333333,NA,10,25,nr,3,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40505,2028,,,,,SMS,MP,405,81,3,8103,2010,3,Godney,5,ST,48761,42096,nr,nr,1,40410,0.5625,"SS, MP, NG, RM",3,2 to 3,S,20,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,1.5,nr,nr,0.6,nr,nr,NA,16.57,0.622333333,0.48,145.0666667,6.933333333,NA,10,25,nr,2,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40506,2029,,,,,SMS,MP,405,81,3,8103,2010,3,Godney,6,ST,48771,42099,48771,42099,1,40410,0.5625,"SS, MP, NG, RM",3,2 to 3,S,20,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,1.5,nr,nr,0.6,nr,nr,NA,16.57,0.622333333,0.48,145.0666667,6.933333333,NA,10,20,nr,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40601,2030,,,,,SMS,MP,406,81,4,8104,2010,3,Godney,1,ST,48786,42307,48786,42307,1,40410,0.583333333,"SS, MP, NG, RM",3,2 to 3,S,20,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,rhyne,1.1,nr,nr,NA,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40602,2031,,,,,SMS,MP,406,81,4,8104,2010,3,Godney,2,ST,48786,42301,nr,nr,1,40410,0.583333333,"SS, MP, NG, RM",3,2 to 3,S,20,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,rhyne,1.1,nr,nr,NA,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40603,2032,,,,,SMS,MP,406,81,4,8104,2010,3,Godney,3,ST,48789,42300,nr,nr,1,40410,0.583333333,"SS, MP, NG, RM",3,2 to 3,S,20,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,rhyne,1.1,nr,nr,NA,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40604,2033,,,,,SMS,MP,406,81,4,8104,2010,3,Godney,4,ST,48786,42295,nr,nr,1,40410,0.583333333,"SS, MP, NG, RM",3,2 to 3,S,20,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,rhyne,1.1,nr,nr,NA,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40605,2034,,,,,SMS,MP,406,81,4,8104,2010,3,Godney,5,ST,48790,42291,nr,nr,1,40410,0.583333333,"SS, MP, NG, RM",3,2 to 3,S,20,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,rhyne,1.1,nr,nr,NA,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40606,2035,,,,,SMS,MP,406,81,4,8104,2010,3,Godney,6,ST,48788,42290,48788,42290,1,40410,0.583333333,"SS, MP, NG, RM",3,2 to 3,S,20,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,rhyne,1.1,nr,nr,NA,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40701,2036,,,,,SMS,MP,407,82,1,8201,2010,3,South_Moor,1,ST,49225,37264,49226,37264,1,40412,0.510416667,"SS, MP, NG",1,0,NA,26,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.8,nr,nr,0.65,nr,nr,0,19.61,0.621333333,0.473333333,121.9666667,6.39,NA,10,70,nr,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40702,2037,,,,,SMS,MP,407,82,1,8201,2010,3,South_Moor,2,ST,49228,37265,nr,nr,1,40412,0.510416667,"SS, MP, NG",1,0,NA,26,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.8,nr,nr,0.65,nr,nr,0,19.61,0.621333333,0.473333333,121.9666667,6.39,NA,20,70,nr,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40703,2038,,,,,SMS,MP,407,82,1,8201,2010,3,South_Moor,3,ST,49229,37267,nr,nr,1,40412,0.510416667,"SS, MP, NG",1,0,NA,26,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.8,nr,nr,0.65,nr,nr,0,19.61,0.621333333,0.473333333,121.9666667,6.39,NA,5,70,nr,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40704,2039,,,,,SMS,MP,407,82,1,8201,2010,3,South_Moor,4,ST,49229,37270,nr,nr,1,40412,0.510416667,"SS, MP, NG",1,0,NA,26,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.8,nr,nr,0.65,nr,nr,0,19.61,0.621333333,0.473333333,121.9666667,6.39,NA,5,70,nr,3,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40705,2040,,,,,SMS,MP,407,82,1,8201,2010,3,South_Moor,5,ST,49229,37268,nr,nr,1,40412,0.510416667,"SS, MP, NG",1,0,NA,26,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.8,nr,nr,0.65,nr,nr,0,19.61,0.621333333,0.473333333,121.9666667,6.39,NA,30,50,nr,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40706,2041,,,,,SMS,MP,407,82,1,8201,2010,3,South_Moor,6,ST,49229,37271,49229,37271,1,40412,0.510416667,"SS, MP, NG",1,0,NA,26,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.8,nr,nr,0.65,nr,nr,0,19.61,0.621333333,0.473333333,121.9666667,6.39,NA,20,60,nr,3,40,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
40801,2042,,,,,SMS,MP,408,82,2,8202,2010,3,South_Moor,1,ST,49338,37595,49338,37596,1,40412,0.496527778,"SS, MP, NG",1,nr,,25,nr,nr,pasture,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.7,nr,nr,0,20.13666667,0.576666667,0.44,118.4,7.516666667,NA,15,50,nr,3,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40802,2043,,,,,SMS,MP,408,82,2,8202,2010,3,South_Moor,2,ST,49337,37597,nr,nr,1,40412,0.496527778,"SS, MP, NG",1,nr,,25,nr,nr,pasture,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.7,nr,nr,0,20.13666667,0.576666667,0.44,118.4,7.516666667,NA,25,50,nr,1,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40803,2044,,,,,SMS,MP,408,82,2,8202,2010,3,South_Moor,3,ST,49345,37595,nr,nr,1,40412,0.496527778,"SS, MP, NG",1,nr,,25,nr,nr,pasture,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.7,nr,nr,0,20.13666667,0.576666667,0.44,118.4,7.516666667,NA,15,50,nr,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40804,2045,,,,,SMS,MP,408,82,2,8202,2010,3,South_Moor,4,ST,49347,37593,nr,nr,1,40412,0.496527778,"SS, MP, NG",1,nr,,25,nr,nr,pasture,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.7,nr,nr,0,20.13666667,0.576666667,0.44,118.4,7.516666667,NA,30,50,nr,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40805,2046,,,,,SMS,MP,408,82,2,8202,2010,3,South_Moor,5,ST,49349,37592,nr,nr,1,40412,0.496527778,"SS, MP, NG",1,nr,,25,nr,nr,pasture,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.7,nr,nr,0,20.13666667,0.576666667,0.44,118.4,7.516666667,NA,30,50,nr,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40806,2047,,,,,SMS,MP,408,82,2,8202,2010,3,South_Moor,6,ST,49351,37594,nr,nr,1,40412,0.496527778,"SS, MP, NG",1,nr,,25,nr,nr,pasture,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.7,nr,nr,0,20.13666667,0.576666667,0.44,118.4,7.516666667,NA,25,50,nr,3,40,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
40901,2048,,,,,SMS,MP,409,82,3,8203,2010,3,South_Moor,1,ST,49656,37650,nr,nr,1,40412,0.482638889,"SS, MP, NG",2,1,W,22,nr,nr,pasture,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.6,nr,nr,0.9,nr,nr,0,19.66666667,0.628,0.48,121.4,7.683333333,NA,10,25,nr,1,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40902,2049,,,,,SMS,MP,409,82,3,8203,2010,3,South_Moor,2,ST,49657,37646,nr,nr,1,40412,0.482638889,"SS, MP, NG",2,1,W,22,nr,nr,pasture,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.6,nr,nr,0.9,nr,nr,0,19.66666667,0.628,0.48,121.4,7.683333333,NA,10,25,nr,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40903,2050,,,,,SMS,MP,409,82,3,8203,2010,3,South_Moor,3,ST,49655,37642,nr,nr,1,40412,0.482638889,"SS, MP, NG",2,1,W,22,nr,nr,pasture,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.6,nr,nr,0.9,nr,nr,0,19.66666667,0.628,0.48,121.4,7.683333333,NA,10,25,nr,1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40904,2051,,,,,SMS,MP,409,82,3,8203,2010,3,South_Moor,4,ST,49655,37637,nr,nr,1,40412,0.482638889,"SS, MP, NG",2,1,W,22,nr,nr,pasture,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.6,nr,nr,0.9,nr,nr,0,19.66666667,0.628,0.48,121.4,7.683333333,NA,20,30,nr,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40905,2052,,,,,SMS,MP,409,82,3,8203,2010,3,South_Moor,5,ST,49655,37633,nr,nr,1,40412,0.482638889,"SS, MP, NG",2,1,W,22,nr,nr,pasture,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.6,nr,nr,0.9,nr,nr,0,19.66666667,0.628,0.48,121.4,7.683333333,NA,10,30,nr,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40906,2053,,,,,SMS,MP,409,82,3,8203,2010,3,South_Moor,6,ST,49653,37627,nr,nr,1,40412,0.482638889,"SS, MP, NG",2,1,W,22,nr,nr,pasture,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.6,nr,nr,0.9,nr,nr,0,19.66666667,0.628,0.48,121.4,7.683333333,NA,25,30,nr,1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41001,2054,,,,,SMS,MP,410,82,4,8204,2010,3,South_Moor,1,ST,49458,37392,nr,nr,1,40412,0.461805556,"SS, MP, NG",2,1,W,21,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,rhyne,1.9,nr,nr,0.6,nr,nr,0,18.77,0.514,0.39,127.8,7.72,NA,20,45,nr,3,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41002,2055,,,,,SMS,MP,410,82,4,8204,2010,3,South_Moor,2,ST,49459,37392,nr,nr,1,40412,0.461805556,"SS, MP, NG",2,1,W,21,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,rhyne,1.9,nr,nr,0.6,nr,nr,0,18.77,0.514,0.39,127.8,7.72,NA,30,50,nr,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41003,2056,,,,,SMS,MP,410,82,4,8204,2010,3,South_Moor,3,ST,49462,37399,nr,nr,1,40412,0.461805556,"SS, MP, NG",2,1,W,21,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,rhyne,1.9,nr,nr,0.6,nr,nr,0,18.77,0.514,0.39,127.8,7.72,NA,30,60,nr,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41004,2057,,,,,SMS,MP,410,82,4,8204,2010,3,South_Moor,4,ST,49462,37400,nr,nr,1,40412,0.461805556,"SS, MP, NG",2,1,W,21,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,rhyne,1.9,nr,nr,0.6,nr,nr,0,18.77,0.514,0.39,127.8,7.72,NA,20,50,nr,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41005,2058,,,,,SMS,MP,410,82,4,8204,2010,3,South_Moor,5,ST,49461,37402,nr,nr,1,40412,0.461805556,"SS, MP, NG",2,1,W,21,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,rhyne,1.9,nr,nr,0.6,nr,nr,0,18.77,0.514,0.39,127.8,7.72,NA,20,50,nr,3,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41006,2059,,,,,SMS,MP,410,82,4,8204,2010,3,South_Moor,6,ST,49464,37407,nr,nr,1,40412,0.461805556,"SS, MP, NG",2,1,W,21,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,rhyne,1.9,nr,nr,0.6,nr,nr,0,18.77,0.514,0.39,127.8,7.72,NA,15,35,nr,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41101,2060,,,,,SMS,MP,411,83,1,8301,2010,3,Common_Moor,1,ST,50044,40788,50044,40788,1,40410,0.621527778,"SS, MP, NG, RM",3,2,SW,19,nr,nr,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,3,nr,nr,0.5,nr,nr,0,16.14666667,0.58,0.443333333,148.4333333,6.39,NA,15,50,nr,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41102,2061,,,,,SMS,MP,411,83,1,8301,2010,3,Common_Moor,2,ST,50043,40789,50043,40789,1,40410,0.621527778,"SS, MP, NG, RM",3,2,SW,19,nr,nr,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,3,nr,nr,0.5,nr,nr,0,16.14666667,0.58,0.443333333,148.4333333,6.39,NA,15,10,nr,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41103,2062,,,,,SMS,MP,411,83,1,8301,2010,3,Common_Moor,3,ST,50035,40790,50034,40790,1,40410,0.621527778,"SS, MP, NG, RM",3,2,SW,19,nr,nr,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,3,nr,nr,0.5,nr,nr,0,16.14666667,0.58,0.443333333,148.4333333,6.39,NA,15,10,nr,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41104,2063,,,,,SMS,MP,411,83,1,8301,2010,3,Common_Moor,4,ST,50034,40790,50033,40790,1,40410,0.621527778,"SS, MP, NG, RM",3,2,SW,19,nr,nr,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,3,nr,nr,0.5,nr,nr,0,16.14666667,0.58,0.443333333,148.4333333,6.39,NA,20,15,nr,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41105,2064,,,,,SMS,MP,411,83,1,8301,2010,3,Common_Moor,5,ST,50028,40793,50027,40793,1,40410,0.621527778,"SS, MP, NG, RM",3,2,SW,19,nr,nr,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,3,nr,nr,0.5,nr,nr,0,16.14666667,0.58,0.443333333,148.4333333,6.39,NA,15,15,nr,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41106,2065,,,,,SMS,MP,411,83,1,8301,2010,3,Common_Moor,6,ST,50027,40792,50026,40792,1,40410,0.621527778,"SS, MP, NG, RM",3,2,SW,19,nr,nr,pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,3,nr,nr,0.5,nr,nr,0,16.14666667,0.58,0.443333333,148.4333333,6.39,NA,15,20,nr,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41201,2066,,,,,SMS,MP,412,83,2,8302,2010,3,Common_Moor,1,ST,50035,40638,50035,40638,1,40410,0.665277778,"MP, NG, RM, SS",3,1 to 2,SW,19,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,2.3,nr,nr,0.55,nr,nr,0,16.81,0.603333333,0.456666667,142.8333333,6.606666667,NA,10,30,nr,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41202,2067,,,,,SMS,MP,412,83,2,8302,2010,3,Common_Moor,2,ST,50029,40640,50029,40640,1,40410,0.665277778,"MP, NG, RM, SS",3,1 to 2,SW,19,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,2.3,nr,nr,0.55,nr,nr,0,16.81,0.603333333,0.456666667,142.8333333,6.606666667,NA,10,30,nr,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41203,2068,,,,,SMS,MP,412,83,2,8302,2010,3,Common_Moor,3,ST,50023,40642,50022,40642,1,40410,0.665277778,"MP, NG, RM, SS",3,1 to 2,SW,19,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,2.3,nr,nr,0.55,nr,nr,0,16.81,0.603333333,0.456666667,142.8333333,6.606666667,NA,10,20,nr,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41204,2069,,,,,SMS,MP,412,83,2,8302,2010,3,Common_Moor,4,ST,50019,40642,50019,40642,1,40410,0.665277778,"MP, NG, RM, SS",3,1 to 2,SW,19,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,2.3,nr,nr,0.55,nr,nr,0,16.81,0.603333333,0.456666667,142.8333333,6.606666667,NA,15,20,nr,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41205,2070,,,,,SMS,MP,412,83,2,8302,2010,3,Common_Moor,5,ST,50015,40643,50014,40643,1,40410,0.665277778,"MP, NG, RM, SS",3,1 to 2,SW,19,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,2.3,nr,nr,0.55,nr,nr,0,16.81,0.603333333,0.456666667,142.8333333,6.606666667,NA,20,30,nr,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41206,2071,,,,,SMS,MP,412,83,2,8302,2010,3,Common_Moor,6,ST,50011,40645,50010,40645,1,40410,0.665277778,"MP, NG, RM, SS",3,1 to 2,SW,19,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,2.3,nr,nr,0.55,nr,nr,0,16.81,0.603333333,0.456666667,142.8333333,6.606666667,NA,15,25,nr,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41301,2072,,,,,SMS,MP,413,83,3,8303,2010,3,Common_Moor,1,ST,49833,40845,49833,40846,1,40410,0.680555556,"SS, MP, NG, RM",3,1 to 2,SW,19,nr,nr,rough pasture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,rhyne,2.3,nr,nr,NA,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41302,2073,,,,,SMS,MP,413,83,3,8303,2010,3,Common_Moor,2,ST,49829,40846,49829,40846,1,40410,0.680555556,"SS, MP, NG, RM",3,1 to 2,SW,19,nr,nr,rough pasture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,rhyne,2.3,nr,nr,NA,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41303,2074,,,,,SMS,MP,413,83,3,8303,2010,3,Common_Moor,3,ST,49821,40846,49820,40846,1,40410,0.680555556,"SS, MP, NG, RM",3,1 to 2,SW,19,nr,nr,rough pasture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,rhyne,2.3,nr,nr,NA,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41304,2075,,,,,SMS,MP,413,83,3,8303,2010,3,Common_Moor,4,ST,49822,40846,49822,40846,1,40410,0.680555556,"SS, MP, NG, RM",3,1 to 2,SW,19,nr,nr,rough pasture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,rhyne,2.3,nr,nr,NA,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41305,2076,,,,,SMS,MP,413,83,3,8303,2010,3,Common_Moor,5,ST,49816,40845,49816,40845,1,40410,0.680555556,"SS, MP, NG, RM",3,1 to 2,SW,19,nr,nr,rough pasture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,rhyne,2.3,nr,nr,NA,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41306,2077,,,,,SMS,MP,413,83,3,8303,2010,3,Common_Moor,6,ST,49816,40844,49816,40844,1,40410,0.680555556,"SS, MP, NG, RM",3,1 to 2,SW,19,nr,nr,rough pasture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,rhyne,2.3,nr,nr,NA,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41501,2078,,,,,SMS,MP,415,83,4,8304,2010,3,Common_Moor,1,ST,49692,40779,49692,40779,1,40410,0.680555556,"SS, MP, NG, RM",3,1 to 2,SW,19,nr,nr,rough pasture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,rhyne,2.7,nr,nr,NA,nr,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
